x_0,x_1,y,s,e
2.230699675451745,1.446607368019822,1,0,0.1
1.0724154455605253,2.0380850257893672,0,0,0.1
2.164342739714037,1.1360883250278047,1,0,0.1
2.753396986766788,4.353558008285953,1,0,0.1
2.0454588824354456,3.8234976329815105,1,0,0.1
3.389279737942254,4.00714749766077,1,0,0.1
-2.0910937982830555,-2.8022696843607875,0,0,0.1
2.625617146004509,3.5661889378583442,1,0,0.1
1.8321635436371018,3.6114930952371878,1,0,0.1
1.5457666603650437,2.9931886095399762,1,0,0.1
2.8086888488342487,2.272487685077663,1,0,0.1
3.367155947903376,4.471516349705249,1,0,0.1
2.5382835192634965,3.454507652116369,1,1,0.1
1.955740481918158,3.2265165112005643,1,0,0.1
2.6574002310075757,2.966414589218445,1,0,0.1
3.379304859839726,3.389874513307587,1,0,0.1
0.009192070819153901,-0.5547429507902483,0,0,0.1
0.7022534974824047,-0.05383589805238509,0,0,0.1
4.654490394004171,3.599278601246528,1,0,0.1
4.473071846256502,3.8120511160415043,1,0,0.1
2.296616195310291,2.7990641506372596,1,0,0.1
2.547704981885899,4.477933255613987,1,0,0.1
4.707086523755057,2.9742103721724185,1,0,0.1
3.761840109448352,3.34423550258719,1,0,0.1
4.1031218374343315,2.7203868487897775,1,0,0.1
0.0006530402428782354,-0.8548853292285202,0,0,0.1
3.9917218997599364,3.305339552237616,1,0,0.1
2.193002387425749,2.483999185400555,1,0,0.1
3.2435056406321876,1.549706977776141,1,0,0.1
3.7712113632758983,3.5304694023356564,1,0,0.1
4.869963897575682,2.3309463447510255,1,0,0.1
-2.98390513949473,-0.7421464922729681,0,0,0.1
2.4039587148268744,3.9942476150610893,1,0,0.1
2.2721291076665118,2.094835748537492,1,0,0.1
1.922143068338251,2.9735651263541736,1,0,0.1
3.2622442692315854,0.8902733121994251,1,0,0.1
2.9802802950109317,1.5694745576898417,1,0,0.1
-1.2343540566462183,-0.8538205917042976,0,0,0.1
2.7421462878322282,4.249068011895014,1,0,0.1
2.39595574996023,4.370420685725879,1,0,0.1
0.174526897658198,1.078399520372471,0,0,0.1
-1.6720076760119962,-1.0466106989008936,0,0,0.1
4.254005147688853,4.234097664776298,1,0,0.1
3.2471950358267883,3.3917475671743658,1,0,0.1
2.11273369853445,5.732452605513854,1,0,0.1
3.218069765237003,3.9342917923106677,1,0,0.1
2.84611049511424,2.3207390680978506,1,0,0.1
1.522286035821902,2.9999272640605645,1,1,0.1
3.6817423542280356,2.587615224234437,1,0,0.1
3.0643767078652755,3.3076769343836547,1,0,0.1
3.371216944743061,1.1930798842355304,1,0,0.1
2.989290984222497,3.3666514160570236,1,0,0.1
3.0912464887919957,4.125835687892555,1,0,0.1
1.2019274224396843,0.9766444395852928,0,0,0.1
1.4826289122005432,1.8767430889365944,1,0,0.1
3.865252163475838,1.6945477198838719,1,0,0.1
2.800078124134991,1.0089214195426184,1,0,0.1
1.044818940748988,-1.2518360067858691,0,0,0.1
2.3983042075986214,3.01914428506256,1,0,0.1
2.2543778351722126,3.002683814817891,1,0,0.1
3.6148071274321403,3.8030135585339195,1,1,0.1
1.7113936702220163,1.7774950005530772,1,1,0.1
-0.7145058246651667,0.45482437867796277,0,0,0.1
3.180685203506064,4.40995498908623,1,0,0.1
0.26776632495876906,-1.1424829274585522,0,0,0.1
2.208722562792484,2.8107974337533097,1,0,0.1
2.5622520322462217,2.7325610152474518,1,0,0.1
3.573569806950623,3.1103286309299567,1,0,0.1
2.8736631935121597,2.195558706163648,1,0,0.1
4.8348703124388575,3.2287671526246937,1,0,0.1
0.7195925619532786,-0.22629391428728748,0,0,0.1
2.304490326586042,3.8787082786802394,1,0,0.1
1.304185051621292,2.197889589904748,1,0,0.1
0.17085472940119528,4.810148584289356,1,0,0.1
2.619088487938676,2.298144312485479,1,1,0.1
2.785502446326462,4.758444998054179,1,0,0.1
3.4202620271520847,1.5530244880519664,1,0,0.1
-1.3529631535577928,0.5174481849167554,0,0,0.1
4.136713440159432,4.322145875565744,1,0,0.1
1.9479249685862103,1.3104165914945538,1,0,0.1
-1.6707327928310147,0.25041839556564394,0,0,0.1
2.24950893585118,1.8825984781809464,1,0,0.1
3.8724672165649316,2.5910641050029404,1,0,0.1
2.57189241059124,3.120305687560783,1,0,0.1
-0.018256587494390884,-1.9789785190672118,0,0,0.1
-0.2711574309418238,1.0528438245945935,0,0,0.1
4.39263565957076,2.357047370533076,1,0,0.1
2.3655580479198055,3.4355874711703858,1,0,0.1
3.4703636806269396,4.2078817546680884,1,0,0.1
3.1841208956409,1.9259054704420975,1,0,0.1
2.7690436522001094,3.1805418161740127,1,0,0.1
3.9757341804311257,3.552074084849739,1,0,0.1
-0.17478911566285416,-0.717217679679519,0,0,0.1
3.593004309460871,0.9431573271108271,1,0,0.1
2.436513296616847,3.3838379802045067,1,0,0.1
2.8655131966313525,3.0740510492568323,1,0,0.1
3.2015191406940553,2.411902829020387,1,0,0.1
3.2172002765505785,3.011038954512046,1,0,0.1
1.6818712324143967,3.9013602175688584,1,0,0.1
3.172713853347366,3.683806068383864,1,0,0.1
2.8767565758366347,2.459191231248658,1,0,0.1
1.0059860686732116,1.477280123104912,0,0,0.1
2.290644597523797,1.954924330060067,1,0,0.1
2.9594783557959543,1.9661548159305018,1,0,0.1
1.5983435679026676,4.952041217288141,1,1,0.1
1.4924735678120906,3.435726368315224,1,0,0.1
2.0449440695692087,4.003292211441957,1,0,0.1
0.7046723599195991,0.8751329078706961,0,0,0.1
2.6987975123175283,2.040515884737783,1,0,0.1
2.2991056312452782,2.336025403802129,1,0,0.1
3.889196936449348,1.6339800915194516,1,1,0.1
3.0566886641601365,2.0282330797311428,1,0,0.1
0.5899436696776266,-0.010495864838276298,0,0,0.1
