x_0,x_1,y,s
-0.4327288649059899,-0.010524164798012959,0,0
2.6916354954057917,3.099645287421355,1,0
4.7130271434433615,4.743089311634025,1,0
3.43401747071778,2.4742064777597106,1,0
3.7652924585544483,2.66084488215698,1,0
4.017259403789264,3.964270625870833,1,0
2.3561312787418185,1.902724565350839,1,0
1.7145860276215334,4.298842357193207,1,0
4.470478780853954,3.9978680698257296,1,0
-0.7928156909722731,0.3965176472036177,0,0
0.5716183143732114,0.2069626905978703,0,0
-0.4780022285630178,0.634604952237819,0,0
3.750610294338243,1.1668779040665591,1,0
-0.7396926562943983,-1.6732591062034357,0,0
2.67463713374526,1.1340315951933821,1,0
3.7557423092369615,1.9528779272904742,1,0
2.0094608670124234,1.5801635576957223,1,0
1.138740165323294,0.03570522383072053,0,0
3.5515881505963813,3.597364634443563,1,0
3.2276713282906773,4.256199778364058,1,0
3.3242787464223995,3.7594368807521916,1,1
3.2652893511520373,4.128861112891846,1,0
2.784386939173107,0.10931233212585206,0,0
4.637561724005435,3.7872391381778265,1,1
3.707421196098515,3.8092503201337475,1,0
3.139296821740969,2.4025020836316195,1,0
-0.6816015293182351,1.2189041822469235,0,0
2.7794834909740636,3.567955082270298,1,0
2.7670774338620507,2.7448952950028396,1,0
-1.1944212151582532,0.516420787049706,0,0
2.374671038060673,2.968392088722976,1,1
1.9953590140698385,2.730929303086445,1,0
-0.3019217020940791,-1.2809113393678404,0,0
3.0931733233799665,3.0740200921862244,1,0
3.4012118612671682,2.153120980554471,1,0
0.1189164348338666,-1.2555382309648333,0,0
1.4726587210152606,4.287880104172306,1,0
3.1568853341273693,3.3839072672872357,1,0
1.742705009202789,3.945544688249126,1,0
3.2944995206270185,2.8577749232631477,1,0
2.379165049243461,4.010942453054418,1,1
2.854003606395535,2.0142925736467516,1,0
4.979440254451415,2.6282229285240266,1,0
0.2999313890401103,3.1666124348768894,1,0
-0.8304381958907017,-0.5185915279554358,0,0
0.08500840916552332,-0.1920099486108779,0,0
0.6250378966578903,-1.054694636129012,0,0
0.2343061840863653,-0.9240286714527365,0,0
1.8371278860215474,0.7558037437509738,0,0
4.121652279901922,2.090131626556774,1,0
2.772238780640791,3.8291064725870534,1,0
-0.027805155913610602,0.6373695224144045,0,0
-0.6478182627073771,-1.016302441534685,0,0
-1.586574883637794,1.799112738970161,0,0
3.805683377505302,3.7779881278560925,1,0
3.992494883537657,3.0286336337481643,1,0
3.5534674443216154,1.7263484316449655,1,0
-2.3644868570934188,-1.1477115012267647,0,0
2.2723747867687516,3.2516389299940633,1,1
3.571942906419629,4.21528685167513,1,0
1.8943823248644889,4.499550580176409,1,0
3.483428419011476,1.4244270357052,1,0
1.2650193588423146,1.4418928139377256,1,0
3.0356288259772315,3.8011503977436583,1,0
-0.568649733540223,0.5484700457130716,0,0
4.4192946196428995,1.122574564247655,1,1
3.843419969107881,3.7783030346564828,1,1
2.3686704499550952,2.94719480587585,1,0
4.979114170274505,2.4707095693967576,1,0
3.943873095137741,3.022853067911199,1,0
2.3972578328792835,4.916753874370069,1,0
3.5974960193675836,2.9945930104310063,1,0
-0.16888992160437924,-0.42514069343020083,0,0
4.870780564313773,2.7504910995857497,1,1
-0.42679792485727264,0.618907869725244,0,0
2.748248283407868,3.4630314505376343,1,1
4.577807362283066,2.7171938440166064,1,0
-1.469685691580671,-1.2086837239308506,0,0
4.866920660066474,2.999176504384002,1,0
3.049835855089916,3.2155008600708714,1,0
0.42091773565798096,3.0353051943168707,1,0
5.171437052735758,1.2229751486154532,1,1
2.1545375936209457,1.2023208366695688,1,1
2.568761136162457,2.0468215231094424,1,0
1.1586005705144597,2.7662780190298237,1,0
0.5271214406320612,1.950704288110632,1,0
-0.06963389157532826,1.4561596785352398,0,0
2.0022083404716167,3.3719240203957446,1,0
