x_0,x_1,y,s
2.5190233270126465,3.9713856589710073,1,0
4.01869481087564,2.810167277609602,1,0
2.7232668094720767,2.305536441896034,1,0
2.4265214713520944,3.5113292311783044,1,0
1.4371846689233203,3.50408983220752,1,0
2.974961242108835,2.0272698157484377,1,1
3.3077657907545444,1.7063094375770294,1,0
1.4220072935738166,3.182040951518502,1,1
3.052291738713327,3.5522168593797128,1,0
1.4310692536835574,3.109809761075659,1,1
2.821092894640286,3.5838784857297856,1,0
3.076046975434576,2.3219535857760945,1,0
4.589048419174432,0.9988751416143722,1,0
3.9585718196946877,2.1634934063101694,1,0
2.933509928127417,3.5699824571565157,1,1
1.4272072897016375,2.7888292334222458,1,0
1.834365672287508,3.5837139929201354,1,0
2.4492701701658595,1.6267218924869777,1,0
0.8187019427367379,3.2348736394806257,1,0
2.169054142645152,2.774613498954976,1,0
3.7946022726252675,2.311116240992288,1,0
2.8826389157327594,3.5624598773499434,1,0
0.5614637950985499,2.345927710991567,1,0
2.8841891508919604,1.3147374085496446,1,0
4.940056000244512,2.1892086040906413,1,0
2.5773532104031216,2.727709881825952,1,0
3.484253529698611,2.2187500267535585,1,0
1.0281872815017323,4.382349795691099,1,0
5.429891171010127,3.4470449000628505,1,0
3.83917650446929,3.1049508905793517,1,0
4.6849882564112,3.433071653034464,1,0
2.9822689298490825,2.2753920290134024,1,0
0.9866268537288136,2.3365298592160313,1,0
4.235656006419085,4.0686230165885915,1,0
2.8075303923633363,1.650536333123144,1,1
2.4644817267687236,2.2095494369647137,1,0
3.729230825834514,3.5183764512334057,1,0
2.2615312230304676,2.823020079142841,1,0
2.8180042968774903,2.6254413476439318,1,0
2.320629634287807,3.771625029385728,1,0
0.5107774425154115,3.0250488890064484,1,1
4.626697260384362,4.304779486681498,1,0
2.2430763869075854,2.045176074534039,1,0
3.5129877494558928,3.418206922157805,1,1
3.894431968592552,2.183147217235243,1,0
3.1771415525263023,3.4107002588117097,1,0
5.126713318052307,3.729020244843406,1,0
5.311417335640879,4.878837451471953,1,1
3.2277301201405613,3.7658373711330997,1,0
2.2366062991635425,1.8109448089586249,1,0
4.306933157384363,1.2348435686330002,1,0
4.147762666682527,2.19578413684715,1,0
2.924923030698253,1.1460458283203576,1,0
2.632887206904797,2.587269773657675,1,0
4.138641708421102,2.830749559867558,1,1
3.6553666656834296,1.6283542329332348,1,0
4.744307216886459,3.357531693950355,1,0
1.2852593364841374,4.081806796635345,1,0
1.5808243832851518,0.613462567989024,1,0
1.4974051715330141,2.6352322251368685,1,0
3.3732774732781143,3.4971251408474897,1,1
2.446717833748011,2.1200507970556393,1,1
1.2297689215096328,4.345542599052537,1,0
2.2076634971474647,3.780356841867997,1,0
4.121721936018018,3.6402825075335774,1,0
2.0189562139392327,1.4630762036990597,1,0
3.6066574593669607,4.606424573410112,1,0
2.010132194611556,3.441226870890502,1,0
0.23397206258793268,3.8646218494657685,1,0
1.293667312070217,2.7372374551378558,1,0
2.6324985791060698,3.431534618895595,1,1
2.0708864853462017,2.4305844046793514,1,0
2.2979430018003275,2.162190435251243,1,0
2.317377638469059,3.2179316335492256,1,1
2.0413512132832516,2.712775230551268,1,0
4.110079854080897,2.516114311592183,1,1
2.716430697661614,1.9740541360926682,1,0
0.8981536883405434,2.7220439009884747,1,0
1.7668165694944524,3.6988152820453406,1,0
2.4479041156483805,1.6170729112428628,1,1
3.458898801273833,2.9123595034808156,1,0
2.8315027641269315,2.2996497176841966,1,0
2.8938180975560726,3.545793587634594,1,0
3.0362220406238367,2.6993415539831367,1,0
2.2977542237239854,2.1602072488734567,1,0
1.9328580438739975,2.0154765673780766,1,0
2.280657689593938,3.3177958584762344,1,0
2.975109257637319,1.6459067677061143,1,0
4.601033510831465,3.3606953539806916,1,0
2.981952271896022,0.7804581467112883,1,1
1.753634173753617,2.0823976646668716,1,0
2.3542152233372695,3.291014987662587,1,1
3.999894814172809,1.1412009246484567,1,1
3.512749594917743,2.8887910982671468,1,0
1.4907471256166553,2.8323776075166527,1,0
1.856639788269331,3.351729735055559,1,0
2.8560611509227343,1.8788966176611863,1,0
1.1152100611720799,1.3086630147666682,1,0
4.524261601198024,4.863255282441715,1,1
3.9249148284363584,2.06006691201602,1,0
0.9053849512932133,1.0176479794528646,1,1
3.336686268448538,3.896171455214997,1,0
4.030523606880491,3.621461354249464,1,0
3.3306187922985937,3.616877134308394,1,0
2.3871867242910985,2.0399808036179934,1,1
2.5872462158509775,3.705978219610315,1,0
3.459527288399037,2.1461913953882856,1,0
3.0972342994702706,3.6734846192305395,1,0
1.105813657969252,1.5494790380157495,1,0
1.482650290391029,2.7770014095011475,1,1
2.9286906111341713,3.676222280919581,1,0
2.6441350326851145,0.7573974890362183,1,0
3.9170061444581896,2.4890327634001572,1,0
2.93765638039623,3.162075280055838,1,0
2.4283127999207537,2.981836253977449,1,0
5.262065210258586,3.97345306871696,1,1
2.7187481554677553,4.0335345886807055,1,0
1.2618132202413292,3.0056588294036253,1,0
2.846783032618814,5.1406391206402695,1,0
1.9181225795710037,3.7560193550208765,1,0
3.3682116121886323,4.027878797335143,1,0
4.102911035955219,1.9390013601876246,1,0
4.433719823965423,2.3353923232869565,1,1
3.265456679028363,1.9269114672924217,1,0
1.807527261268409,3.3796399374005692,1,1
3.1777988470773018,2.7601837465586034,1,0
4.60755240880861,2.7788004204599885,1,0
2.222522513545338,4.274831001765653,1,1
3.5556273918427426,4.41307006129453,1,0
4.125935960157971,1.5597636735197082,1,0
2.6381499792210237,1.029640813824899,1,0
1.2178886918269585,2.923384891707109,1,0
1.78928816936247,0.720220698195714,1,0
1.5721576035499012,1.938614359896247,1,0
2.934548261810799,2.1431405163355755,1,0
4.163966201852136,2.663579365196758,1,0
2.388838208229844,1.706595063330492,1,0
2.2844840995466216,4.333954940937129,1,0
3.1946341492396972,3.9263102911524626,1,0
2.5830741119511837,2.684066604018931,1,0
2.787907553568952,0.8341579855072561,1,0
3.9351190479471443,1.87645426478088,1,1
1.5056528861429601,3.955744172237931,1,0
3.2748226057519734,2.7338520093447505,1,0
4.834451224169444,2.77810896630374,1,0
2.2786629605322903,4.183942562093447,1,0
1.756228033924392,2.8004534970388533,1,0
2.093496439949461,2.195909487542767,1,0
2.623825701584049,3.5645028596340356,1,1
2.8147828248520255,2.4723967771057014,1,1
3.1484320185530192,4.6026990104965,1,0
3.4258190874992698,3.970027647169053,1,1
5.267116603275748,3.061655212536469,1,0
3.1825649210990865,1.8967809398224302,1,0
4.651747827655214,3.0446128790338594,1,1
1.59783968500572,1.4324895909626962,1,0
2.6006612619278995,1.22647049590224,1,0
3.0764210484939754,3.5367759542544226,1,0
0.16544578558423595,1.9583001877455268,1,1
4.624462361926338,3.7133522464062914,1,1
2.2600009685193667,3.2163967186830327,1,1
4.203465161914644,2.3322454935279886,1,0
2.107383261445245,3.237295310708449,1,1
2.1340600350093686,2.4208510013823537,1,0
2.0779197913138514,4.583926134552966,1,0
2.048020338877323,4.18891113351513,1,0
3.8545617732258513,2.17406960888527,1,1
3.1641787255166305,2.2502695079185497,1,1
1.5789361137474223,3.07563366389823,1,0
1.578775143379316,2.431755385585178,1,0
3.0292926297644067,4.38250113603387,1,0
3.199752858935793,2.9669841419345646,1,0
2.470607859193497,2.957655919168078,1,0
3.7491745981716704,3.2845832440745193,1,0
1.320357656944605,0.6762558470572047,1,0
3.5859258587584324,2.719957675615221,1,0
3.235100227373288,3.8907232196831565,1,0
2.314981059095738,3.8299034267050405,1,1
3.139878300411671,2.9526684460422468,1,0
2.562298678975683,1.4928420594247365,1,0
1.9435943406313672,3.6700524071763905,1,0
3.470858982581778,3.608660594915727,1,0
1.8382167232590079,4.061080846346451,1,1
3.703062107625053,3.4863223838319324,1,0
3.327766251282519,4.53351672320795,1,0
3.6323803505816885,4.352605156173183,1,0
